Affordability Data: 1-Yr Change,Affordability Data: Foreclosures,Affordability Data: Homes For Sale,Affordability Data: Homes For Sale By Owner,Affordability Data: Homes Recently Sold,Affordability Data: Median 2-Bedroom Home Value,Affordability Data: Median 3-Bedroom Home Value,Affordability Data: Median 4-Bedroom Home Value,Affordability Data: Median Condo Value,Affordability Data: Median List Price,Affordability Data: Median List Price Per Sq Ft,Affordability Data: Median Sale Price,Affordability Data: Median Single Family Home Value,Affordability Data: Median Value Per Sq Ft,Affordability Data: New Construction,Affordability Data: Percent Homes Decreasing,Affordability Data: Percent Listing Price Reduction,Affordability Data: Property Tax,Affordability Data: Turnover (Sold Within Last Yr),Affordability Data: Zillow Home Value Index,BuiltYear: 1900-1919,BuiltYear: 1920-1939,BuiltYear: 1940-1959,BuiltYear: 1960-1979,BuiltYear: 1980-1999,BuiltYear: <1900,BuiltYear: >2000,Census Summary-AgeDecade: 0s,Census Summary-AgeDecade: 10s,Census Summary-AgeDecade: 20s,Census Summary-AgeDecade: 30s,Census Summary-AgeDecade: 40s,Census Summary-AgeDecade: 50s,Census Summary-AgeDecade: 60s,Census Summary-AgeDecade: >=70s,Census Summary-CommuteTime: 10-20min,Census Summary-CommuteTime: 20-30min,Census Summary-CommuteTime: 30-45min,Census Summary-CommuteTime: 45-60min,Census Summary-CommuteTime: <10min,Census Summary-CommuteTime: >=60min,Census Summary-HomeSize: 1000-1400sqft,Census Summary-HomeSize: 1400-1800sqft,Census Summary-HomeSize: 1800-2400sqft,Census Summary-HomeSize: 2400-3600sqft,Census Summary-HomeSize: <1000sqft,Census Summary-HomeSize: >3600sqft,Census Summary-HomeType: Condo,Census Summary-HomeType: Other,Census Summary-HomeType: SingleFamily,Census Summary-Household: NoKids,Census Summary-Household: WithKids,Census Summary-Occupancy: Own,Census Summary-Occupancy: Rent,Census Summary-RelationshipStatus: Divorced-Female,Census Summary-RelationshipStatus: Divorced-Male,Census Summary-RelationshipStatus: Married-Female,Census Summary-RelationshipStatus: Married-Male,Census Summary-RelationshipStatus: Single-Female,Census Summary-RelationshipStatus: Single-Male,Census Summary-RelationshipStatus: Widowed-Female,Census Summary-RelationshipStatus: Widowed-Male,Homes & Real Estate Data: Avg Year Built,Homes & Real Estate Data: Condos,Homes & Real Estate Data: Median Home Size (Sq Ft),Homes & Real Estate Data: Owners,Homes & Real Estate Data: Renters,Homes & Real Estate Data: Single-Family Homes,People Data: Average Commute Time (Minutes),People Data: Average Household Size,People Data: Homes With Kids,People Data: Median Age,People Data: Median Household Income,People Data: Single Females,People Data: Single Males,_id,city,id,latitude,longitude,name,state,url,zindex,drugs_alc,hood,prostitution,theft,violent,2011.0,2012.0,2013.0,2014.0,2015.0,chg_2011_2012,chg_2012_2013,chg_2013_2014,transit_score,walkscore,business,business_perc,character,character_perc,essentials,essentials_perc,nightlife,nightlife_perc,restaurants,restaurants_perc,workout,workout_perc,yelp_total
0.1,,0,,0,337300,408100,485400,291500,0,273,371300,415500,0,,0.033,0,3321,0.078,399900,0.015130190007,0.0749472202674,0.4926108374384,0.1470795214637,0.1625615763546,NA,0.1073187895847,0.101534117638158,0.0933047399561777,0.185195618204108,0.169103534667781,0.159433950028331,0.0990319944812783,0.0678852898126029,0.124510755211563,0.230822871168159,0.24532488230105,0.229851452089839,0.149506650600085,0.0879959031001627,0.0564982407407044,0.263307310149,0.2061745919091,0.1912704045422,0.0901348474095,0.221078779276,0.0230660042583,0.1690622861054,0.0660506502395,0.764887063655,0.775662610841613,0.224337389158387,0.55266015,0.44733985,0.059541441062581,0.0394153813459629,0.213502903220445,0.228186266420778,0.171925534957465,0.205058803633883,0.0678532914494315,0.0145163779094529,1953,0.1690622861054,1440,0.55266015,0.44733985,0.764887063655,28.774104544926367,2.23318283776134,0.224337389158387,38,42074.8893510126,0.171925534957465,0.205058803633883,5600638289a44ed0142ba897,Seattle,250801,47.719604,-122.334753,Haller Lake,Washington,http://www.zillow.com/local-info/WA-Seattle/Haller-Lake/r_250801/,368700,122,Haller Lake,442,3040,408,64,67,82,63,51,0.046875,0.223880597015,-0.231707317073,50.3043478261,60.0869565217,55,0.364238410596,6,0.0397350993377,32,0.211920529801,5,0.0331125827815,53,0.350993377483,0,0.0,151
0.108,,0,,0,439400,554900,663600,367200,0,0,0,564600,0,,0,0,3362,0.091,508000,0.0366748166259,0.0586797066014,0.1784841075794,0.322738386308,0.2640586797066,NA,0.1369193154034,0.0786046639181666,0.0654996206338614,0.217858546707742,0.219637453950436,0.155445046758019,0.113138866289434,0.0551534376056969,0.0946623641366449,0.354638071684323,0.231774390018825,0.165119412350965,0.0804356920502504,0.134241999187922,0.0337904347077135,NA,NA,NA,NA,NA,NA,0.5523385300668,0.2115812917594,0.2360801781737,0.844452134922755,0.155547865077245,0.4778679,0.5221321,0.0745935903390618,0.0420766888579243,0.221086855550395,0.218122516385405,0.161030087216803,0.240381896062342,0.0317964597202869,0.0109119058677814,1967,0.5523385300668,1520,0.4778679,0.5221321,0.2360801781737,23.638188574311272,1.92570333872735,0.155547865077245,38,51228.6050055512,0.161030087216803,0.240381896062342,5600638289a44ed0142ba8c2,Seattle,250939,47.64247,-122.379722,Interbay,Washington,http://www.zillow.com/local-info/WA-Seattle/Interbay/r_250939/,,8,Interbay,2,489,41,47,50,55,64,56,0.063829787234,0.1,0.163636363636,61.625,79.375,46,0.223300970874,21,0.101941747573,47,0.228155339806,13,0.0631067961165,71,0.344660194175,8,0.0388349514563,206
0.143,,0,,0,699000,1012200,1288000,367200,0,469,845000,1211000,0,,0.019,0,8488,0.048,1199300,0.0381962864721,0.37824933687,0.431299734748,0.0610079575596,0.0445623342175,NA,0.0450928381962,0.157761492338441,0.111792138574284,0.0954030646235843,0.16055962691539,0.152964690206529,0.142838107928048,0.0666222518321119,0.112058627581612,0.318385650224215,0.256566303651505,0.188340807174888,0.106662395900064,0.109224855861627,0.0208199871877002,0.0548455804046,0.0921192758253,0.2108626198083,0.3876464323748,0.0969116080937,0.1549520766773,0.0997402597402,0.0472727272726,0.852987012987,0.654377880184332,0.345622119815668,0.73496365,0.26503635,0.055423325399524,0.0221013260795648,0.342740564433866,0.323359401564094,0.092485549132948,0.115946956817409,0.037062223733424,0.0108806528391704,1940,0.0997402597402,2510,0.73496365,0.26503635,0.852987012987,24.641896220371564,2.48,0.345622119815668,37,81866,0.092485549132948,0.115946956817409,5600638289a44ed0142ba8b8,Seattle,251100,47.658207,-122.278598,Laurelhurst,Washington,http://www.zillow.com/local-info/WA-Seattle/Laurelhurst/r_251100/,1070400,1,Laurelhurst,0,410,4,79,64,85,93,70,-0.189873417722,0.328125,0.0941176470588,39.95,53.3,68,0.36170212766,14,0.0744680851064,46,0.244680851064,2,0.0106382978723,51,0.271276595745,7,0.0372340425532,188
0.125,,0,,0,501300,599400,642700,422600,0,399,604500,580300,0,,0.01,0,4431,0.059,574200,0.2577589023195,0.3038222803005,0.3005553740607,0.0421430904933,0.0398562561254,0.0160078405749,0.0398562561254,0.108508545211604,0.0819434646141688,0.134972306280222,0.222670537881401,0.191256244264469,0.109074487964761,0.047024848002197,0.104549565781177,0.237339596996598,0.266255420214513,0.21402307736232,0.14900322213262,0.0826560336662096,0.0507226496277392,0.2901214309156,0.2792911060059,0.1811617984903,0.0594026911716,0.1703314735805,0.0170659665244,0.0393752033843,0.0442564269442,0.9163683696713,0.763288645203353,0.236711354796647,0.66799711,0.33200289,0.0823515644573307,0.0484255372956364,0.245435384912987,0.238009660504744,0.146046540877708,0.180992294717641,0.0497453578533666,0.00899365938058657,1929,0.0393752033843,1450,0.66799711,0.33200289,0.9163683696713,28.357334294560474,2.17066086426185,0.236711354796647,38,53427.5772068954,0.146046540877708,0.180992294717641,5600638289a44ed0142ba89c,Seattle,251170,47.683235,-122.384852,Loyal Heights,Washington,http://www.zillow.com/local-info/WA-Seattle/Loyal-Heights/r_251170/,522500,15,Loyal Heights,0,1151,51,59,67,77,80,83,0.135593220339,0.149253731343,0.038961038961,46.8,73.75,70,0.469798657718,9,0.0604026845638,24,0.161073825503,5,0.0335570469799,37,0.248322147651,4,0.0268456375839,149
0.072,,0,,0,629400,1283500,1707700,467900,0,551,900000,1420700,0,,0.146,0,7570,0.074,1041000,0.1042726347914,0.204476093591,0.1688708036622,0.3240081383519,0.1200406917599,NA,0.0752797558494,0.0868957251298442,0.0681182580902917,0.120655213743508,0.146823811426288,0.143627646823811,0.16719936076708,0.0910906911705953,0.175589292848582,0.386012715712988,0.286557674841054,0.204359673024523,0.0399636693914623,0.0554041780199818,0.0277020890099909,0.1737938596491,0.1041666666666,0.1688596491228,0.2203947368421,0.1743421052631,0.1524122807017,0.3664007976071,0.0528414755732,0.5807577268195,0.840254395809951,0.159745604190049,0.58046407,0.41953593,0.0725751752204386,0.029391815509835,0.257743612932399,0.258874067375085,0.171829075288266,0.126158715803753,0.0689577210038436,0.0144698168663803,1960,0.3664007976071,1980,0.58046407,0.41953593,0.5807577268195,24.41008174386921,1.86,0.159745604190049,44,75034,0.171829075288266,0.126158715803753,5600638289a44ed0142ba8c4,Seattle,251186,47.632468,-122.284761,Madison Park,Washington,http://www.zillow.com/local-info/WA-Seattle/Madison-Park/r_251186/,988600,10,Madison Park,0,424,5,46,69,91,87,60,0.5,0.31884057971,-0.043956043956,34.2173913043,71.2173913043,53,0.306358381503,20,0.115606936416,47,0.271676300578,12,0.0693641618497,33,0.190751445087,8,0.0462427745665,173
0.089,,0,,0,553500,747400,871600,367200,0,428,735000,746700,0,,0.091,0,5264,0.052,741200,0.5045550105115,0.2193412754029,0.1310441485634,0.0301331464611,0.0651716888577,NA,0.0455501051156,0.105125038524991,0.100716256639896,0.105034681556954,0.201555503181711,0.189541797349481,0.156366866694465,0.0573524538153339,0.0843074022371689,0.375860717039993,0.265369616147863,0.153290622558411,0.0653024382325468,0.118035978379496,0.0221406276416901,0.158596491228,0.2322807017543,0.2638596491228,0.198596491228,0.0828070175438,0.0617543859649,0.0197817189631,0.0920873124146,0.8881309686221,0.741691625290003,0.258308374709998,0.76258147,0.23741853,0.0693746819312103,0.0452452422425694,0.240718769954722,0.241093901492113,0.158313611344419,0.191504822233164,0.0438598759583438,0.00988909484345844,1918,0.0197817189631,1850,0.76258147,0.23741853,0.8881309686221,22.826630426540433,2.34672932621417,0.258308374709998,38,72161.4766864953,0.158313611344419,0.191504822233164,5600638289a44ed0142ba8ca,Seattle,251187,47.61269,-122.288998,Madrona,Washington,http://www.zillow.com/local-info/WA-Seattle/Madrona/r_251187/,695800,9,Madrona,0,672,42,62,56,72,66,50,-0.0967741935484,0.285714285714,-0.0833333333333,52.1904761905,78.0,64,0.410256410256,27,0.173076923077,25,0.160256410256,4,0.025641025641,34,0.217948717949,2,0.0128205128205,156
0.148,,0,,0,276600,323800,367700,367200,0,197,372700,335700,0,,0.008,0,2315,0.057,333800,0.1775147928994,0.0874894336432,0.3613693998309,0.1948436179205,0.1098901098901,0.0063398140321,0.0625528317836,0.135517893052865,0.145362924833891,0.128639614577163,0.158806188277387,0.166840618862411,0.106072018252257,0.0719009838964041,0.0868597582476218,0.227623378092994,0.251653246606285,0.231104902792127,0.153679849628701,0.052011098554043,0.0839275243258496,0.2079627276577,0.1965268953833,0.2990258365099,0.1634900465904,0.1118170266836,0.0203303684879,0.015197568389,0.1162613981762,0.8685410334346,0.680119232930972,0.319880767069027,0.71043714,0.28956286,0.0705918538296424,0.0403203831503176,0.239162240291463,0.249420644727489,0.156431600439768,0.182423427020474,0.0504113990120999,0.0112384515287473,1952,0.015197568389,1760,0.71043714,0.28956286,0.8685410334346,30.84609911984588,2.8741026004234,0.319880767069027,36,46395.1761347,0.156431600439768,0.182423427020474,5600638289a44ed0142ba8a7,Seattle,251704,47.511649,-122.257974,Rainier Beach,Washington,http://www.zillow.com/local-info/WA-Seattle/Rainier-Beach/r_251704/,296000,57,Rainier Beach,4,3684,501,48,80,114,109,55,0.666666666667,0.425,-0.0438596491228,46.95,37.1,34,0.184782608696,8,0.0434782608696,56,0.304347826087,13,0.070652173913,71,0.385869565217,2,0.0108695652174,184
0.141,,0,,0,524400,652400,744100,426800,0,395,570500,657600,0,,0.034,0,4772,0.05,646900,0.1956735496558,0.3839724680432,0.2600786627335,0.0412979351032,0.034169124877,0.0039331366764,0.0808751229105,0.0911577637055265,0.0944356686117787,0.262371094973473,0.17522543789756,0.14896998108687,0.106085192258757,0.0430424755454183,0.0787123859206168,0.296284691447885,0.257870234037902,0.200891196007886,0.10233495470869,0.0936426129151648,0.0489763108824719,0.2254877747591,0.2341318844159,0.2548777475919,0.130649543097,0.1323783650284,0.0167942701901,0.0700900462399,0.0428328060354,0.8870771477245,0.776140765129715,0.223859234870285,0.55190993,0.44809007,0.0538175071495088,0.0311064185434721,0.205442303549507,0.210039617226298,0.210746874333919,0.242292479024498,0.0371301432865286,0.00942465688626782,1928,0.0700900462399,1630,0.55190993,0.44809007,0.8870771477245,26.518623399071462,2.22140999127023,0.223859234870285,35,51701.0901186037,0.210746874333919,0.242292479024498,5600638289a44ed0142ba88e,Seattle,251709,47.675777,-122.301115,Ravenna,Washington,http://www.zillow.com/local-info/WA-Seattle/Ravenna/r_251709/,573300,11,Ravenna,0,1453,68,81,86,127,154,100,0.0617283950617,0.476744186047,0.212598425197,50.8333333333,73.375,60,0.288461538462,5,0.0240384615385,50,0.240384615385,13,0.0625,74,0.355769230769,6,0.0288461538462,208
0.157,,0,,0,247800,288300,320000,367200,0,233,307000,282700,0,,0.056,0,1932,0.059,282000,0.2428146679881,0.1139742319127,0.2794846382556,0.0604558969276,0.0941526263627,0.0792864222001,0.1298315163528,0.177831584611246,0.127253161151466,0.181598062953995,0.18348130212537,0.127791229486145,0.0963142319074523,0.0400860909335486,0.0656443368307775,0.275952693823916,0.203022339027595,0.191852825229961,0.120893561103811,0.12023653088042,0.088042049934297,0.289156626506,0.1716867469879,0.1285140562248,0.0662650602409,0.3142570281124,0.0220883534136,0.0333041191936,0.1919368974583,0.7747589833479,0.711726384364821,0.288273615635179,0.45121951,0.54878049,0.053328561202577,0.0486757337151038,0.249821045096636,0.262705798138869,0.114531138153185,0.243378668575519,0.021832498210451,0.00572655690765927,1941,0.0333041191936,1270,0.45121951,0.54878049,0.7747589833479,28.155059132720123,2.96,0.288273615635179,32,30917,0.114531138153185,0.243378668575519,5600638289a44ed0142ba8cb,Seattle,251971,47.52986,-122.321972,South Park,Washington,http://www.zillow.com/local-info/WA-Seattle/South-Park/r_251971/,253300,33,South Park,5,1012,192,16,28,22,33,21,0.75,-0.214285714286,0.5,36.2608695652,60.0434782609,61,0.438848920863,14,0.10071942446,21,0.151079136691,12,0.0863309352518,31,0.223021582734,0,0.0,139
0.083,,0,,0,591400,668900,763500,367200,0,418,665100,668700,0,,0.063,0,4999,0.052,655800,0.2271880819366,0.2402234636871,0.296834264432,0.1128491620111,0.0584729981378,0.0108007448789,0.0536312849162,0.0983539923167242,0.0680078560064944,0.149956638223714,0.205030045648554,0.188636093179292,0.108315744233691,0.0610217573035724,0.12067787308795799,0.222824112427832,0.257006865426056,0.220078179013409,0.155085590940059,0.0987934621780409,0.0462117900146026,0.2440298507462,0.2339552238805,0.2246268656716,0.1440298507462,0.1197761194029,0.0287313432835,0.1301319648093,0.060483870967599995,0.8093841642228,0.785907556487215,0.214092443512785,0.55570287,0.44429713,0.0831434188794599,0.0528530407386322,0.232412576348493,0.237594545034064,0.148911188432307,0.184155873764814,0.0513283311134973,0.00960102568873335,1939,0.1301319648093,1630,0.55570287,0.44429713,0.8093841642228,28.152813376959894,2.00654805830579,0.214092443512785,39,49229.8996514088,0.148911188432307,0.184155873764814,5600638289a44ed0142ba8a9,Seattle,252056,47.677581,-122.401052,Sunset Hill,Washington,http://www.zillow.com/local-info/WA-Seattle/Sunset-Hill/r_252056/,612800,17,Sunset Hill,0,958,48,54,80,84,115,73,0.481481481481,0.05,0.369047619048,37.5714285714,61.1904761905,34,0.160377358491,5,0.0235849056604,37,0.174528301887,39,0.183962264151,93,0.438679245283,4,0.0188679245283,212
0.105,,0,,0,571500,699800,775100,418600,0,441,608500,700100,0,,0.013,0,4987,0.05,666400,0.4572627163083,0.2581716483132,0.0396783779059,0.0197517916448,0.0800559342772,0.0267435762978,0.1183359552525,0.0625905610762669,0.067594926857953,0.312791685053778,0.219485481715818,0.157057252002249,0.0989469944134949,0.0322949373939587,0.0492381614864814,0.336341966049079,0.267789361931621,0.197009920859293,0.0811631606610686,0.085378999604941,0.0323165908939968,0.2266258331832,0.2592325707079,0.2226625833183,0.112592325707,0.1460998018375,0.0270221581696,0.159445407279,0.1164644714037,0.7240901213171,0.855807750815746,0.144192249184254,0.43378256,0.56621744,0.0463787556116988,0.042055244592876,0.16905311299682,0.170329072051513,0.260353824221561,0.287997712744117,0.0197927634562826,0.00403951432513245,1919,0.159445407279,1600,0.43378256,0.56621744,0.7240901213171,25.127139719189927,2.03745951447108,0.144192249184254,35,52587.4954205437,0.260353824221561,0.287997712744117,5600638289a44ed0142ba88b,Seattle,252248,47.658763,-122.334464,Wallingford,Washington,http://www.zillow.com/local-info/WA-Seattle/Wallingford/r_252248/,608500,45,Wallingford,0,3183,140,146,169,210,215,160,0.157534246575,0.242603550296,0.0238095238095,58.75,78.625,28,0.132075471698,16,0.0754716981132,49,0.231132075472,19,0.0896226415094,96,0.452830188679,4,0.0188679245283,212
0.103,,0,,0,515300,582400,614300,480600,0,410,514500,572800,0,,0.019,0,4463,0.069,565600,0.2138107416879,0.4245524296675,0.2127877237851,0.0281329923273,0.0429667519181,0.007672634271,0.0700767263427,0.0990240029746806,0.0861290507859069,0.153697967855278,0.252177126379297,0.171278882509523,0.111143965214809,0.0311797118138087,0.0953692924666975,0.240368770753162,0.273002562634214,0.197817725068909,0.150641682704467,0.0785914416731226,0.0595778171661255,0.3236047107014,0.2708653353814,0.1602662570404,0.0573476702508,0.1746031746031,0.0133128520225,0.0640895218718,0.049847405900199995,0.8860630722278,0.782687044469223,0.217312955530777,0.63617432,0.36382568,0.0749237003994012,0.0534551814833805,0.216523550237288,0.215327268108735,0.184151640300812,0.201298897592626,0.0426598190743377,0.0116599428034198,1928,0.0640895218718,1410,0.63617432,0.36382568,0.8860630722278,28.640206538284424,2.15278666577066,0.217312955530777,37,53524.6372770894,0.184151640300812,0.201298897592626,5600638289a44ed0142ba8bc,Seattle,252336,47.683314,-122.371424,Whittier Heights,Washington,http://www.zillow.com/local-info/WA-Seattle/Whittier-Heights/r_252336/,524800,3,Whittier Heights,0,624,19,47,49,85,78,64,0.0425531914894,0.734693877551,-0.0823529411765,50.6363636364,80.0,28,0.130841121495,18,0.0841121495327,50,0.233644859813,35,0.163551401869,75,0.35046728972,8,0.0373831775701,214
0.108,,0,,0,439400,554900,663600,367200,659900,0,0,564600,180,,0,0.091,3021,0.073,508000,NA,NA,NA,NA,NA,NA,NA,0.113861420205482,0.121527419365938,0.111569878266135,0.179958298065608,0.190652160449225,0.128298822574097,0.0653536750689871,0.088778326004528,0.263522127117101,0.263157894736842,0.257876525223092,0.0939264250591877,0.0656528865416135,0.0558641413221635,NA,NA,NA,NA,NA,NA,0.2248995983935,0.1807228915662,0.5943775100401,0.728920490391666,0.271079509608335,0.61639378,0.38360622,0.0579148954080559,0.0622921840144787,0.219487352161286,0.211936529315207,0.178711225219917,0.207475062081737,0.0506502798939349,0.0115324719053832,1949,0.2248995983935,1520,0.61639378,0.38360622,0.5943775100401,28.256874886177375,2.46265448330266,0.271079509608335,38,48621.8455166973,0.178711225219917,0.207475062081737,5600638289a44ed0142ba8ed,Seattle,271804,47.583337,-122.301715,Atlantic,Washington,http://www.zillow.com/local-info/WA-Seattle/Atlantic/r_271804/,,58,Atlantic,9,1650,250,31,46,40,85,75,0.483870967742,-0.130434782609,1.125,68.0,78.5,21,0.105,9,0.045,44,0.22,7,0.035,113,0.565,6,0.03,200
0.039,,0,,0,580700,554900,663600,384000,0,522,389100,564600,0,,0.14,0,2833,0.087,384000,0.0571625344352,0.0036730945821,NA,0.1023875114784,0.3516988062442,NA,0.4834710743801,0.0211975491255136,0.0318450610991161,0.248708573776601,0.259024044864215,0.184834373417934,0.146479965837747,0.0489750172400529,0.0589354146388203,0.359945885695982,0.227290528398329,0.161039852891722,0.0652783763495531,0.140794020744431,0.0456513359199831,0.1819175088773,0.063370663753,0.0256760447965,0.0196667577164,0.6705818082491,0.0131111718109,0.9767123287671,0.0228310502283,NA,0.969857005000439,0.0301429949995614,0.29738256,0.70261744,0.088030207742024,0.0946618509396774,0.111139780653427,0.133695779358194,0.18176713513959,0.359250568082255,0.027113794328232,0.00434088375659974,1998,0.9767123287671,855,0.29738256,0.70261744,0.6487942484377,23.681181477193864,1.31406577189778,0.0301429949995614,39,36021.7794362357,0.18176713513959,0.359250568082255,5600638289a44ed0142ba894,Seattle,271808,47.614592,-122.348464,Belltown,Washington,http://www.zillow.com/local-info/WA-Seattle/Belltown/r_271808/,376700,244,Belltown,11,4035,900,94,101,95,94,59,0.0744680851064,-0.0594059405941,-0.0105263157895,95.3125,96.3125,20,0.0847457627119,2,0.00847457627119,57,0.241525423729,46,0.194915254237,109,0.46186440678,2,0.00847457627119,236
0.09,,0,,0,342300,414000,470700,193300,0,267,255100,423600,0,,0.04,0,3111,0.089,387000,0.0266437473141,0.1779114740008,0.2728835410399,0.1968199398366,0.2324881822088,NA,0.0928233777395,0.0661507886919878,0.0832895070457357,0.171057302807715,0.180067652435699,0.147690127670389,0.0955249025466629,0.065614118801717,0.190605600000093,0.263040126264626,0.259571939893966,0.227772224208188,0.134837339871086,0.0757649596159165,0.039013410146217,0.234135667396,0.1798687089715,0.1207877461706,0.052078774617,0.3667396061269,0.0249452954048,0.3783553472518,0.0528334043458,0.5688112484022,0.827806726284881,0.172193273715119,0.41436928,0.58563072,0.0835241436732071,0.0669897959116807,0.190840395969844,0.188043213152198,0.160447785156229,0.185793592992666,0.107012589616204,0.0173484835279706,1962,0.3783553472518,1235,0.41436928,0.58563072,0.5688112484022,27.635404469921898,1.90865596322005,0.172193273715119,42,37083.0844298206,0.160447785156229,0.185793592992666,5600638289a44ed0142ba899,Seattle,271814,47.719625,-122.35012,Bitter Lake,Washington,http://www.zillow.com/local-info/WA-Seattle/Bitter-Lake/r_271814/,363500,32,Bitter Lake,19,1402,155,35,31,37,38,41,-0.114285714286,0.193548387097,0.027027027027,47.9047619048,58.0476190476,70,0.357142857143,8,0.0408163265306,31,0.158163265306,8,0.0408163265306,73,0.372448979592,6,0.030612244898,196
0.09,,0,,0,421600,541600,657400,298600,0,304,457400,577200,0,,0.122,0,4414,0.054,556200,0.0163265306122,0.121706864564,0.5758812615955,0.1614100185528,0.0623376623376,NA,0.0623376623376,0.0976057266297336,0.0838974887395898,0.118421900649058,0.160741612284349,0.168138131790437,0.123872088798899,0.070128350070338,0.177194701037596,0.25213512326418,0.278375801050887,0.20694494980414,0.140367816745214,0.0723385424678205,0.049837766667758,0.1795446061963,0.2004479283314,0.261291526689,0.2235908921239,0.0668159761104,0.063829787234,0.0759856630824,0.0559139784945,0.8681003584229,0.78165579701516,0.21834420298484,0.62869929,0.37130071,0.0657732182011337,0.0447074689694302,0.254745683719423,0.259273975793365,0.131446679472916,0.146565346505134,0.0838731602972801,0.0136144670413193,1951,0.0759856630824,1920,0.62869929,0.37130071,0.8681003584229,28.14416970036922,2.12868226314156,0.21834420298484,42,51175.9623107037,0.131446679472916,0.146565346505134,5600638289a44ed0142ba898,Seattle,271819,47.719649,-122.368414,Broadview,Washington,http://www.zillow.com/local-info/WA-Seattle/Broadview/r_271819/,518100,10,Broadview,2,1484,80,45,43,57,75,49,-0.0444444444444,0.325581395349,0.315789473684,44.5454545455,44.3636363636,73,0.35960591133,7,0.0344827586207,31,0.152709359606,7,0.0344827586207,83,0.408866995074,2,0.00985221674877,203
0.051,,0,,0,345200,449100,618400,299000,0,287,307000,504700,0,,0.082,0,3756,0.067,445800,0.0072683222289,0.1792852816474,0.290732889158,0.198667474258,0.1726226529376,NA,0.1508176862507,0.115579712152514,0.08836631683455,0.20963444156363,0.175224645980213,0.163659997223848,0.0978801080170417,0.066612876941868,0.083041901286336,0.252453886936131,0.234551570033848,0.243914147171435,0.125358590340163,0.0653789398464875,0.0783428656719355,0.2071960297766,0.1687344913151,0.1848635235732,0.2096774193548,0.1470223325062,0.0700992555831,0.1922183507549,0.116144018583,0.691637630662,0.776466830564927,0.223533169435073,0.37406547,0.62593453,0.0722923311746554,0.0441418560434222,0.214627305808543,0.222027052498963,0.170924539792471,0.218296544965799,0.0406666334098797,0.0170237363062669,1960,0.1922183507549,1740,0.37406547,0.62593453,0.691637630662,29.751377090786033,2.15428078616131,0.223533169435073,36,35360.2097951854,0.170924539792471,0.218296544965799,5600638289a44ed0142ba8b2,Seattle,271831,47.724628,-122.287479,Cedar Park,Washington,http://www.zillow.com/local-info/WA-Seattle/Cedar-Park/r_271831/,432200,24,Cedar Park,2,847,129,49,33,64,55,48,-0.326530612245,0.939393939394,-0.140625,48.9473684211,56.8947368421,60,0.32967032967,10,0.0549450549451,40,0.21978021978,10,0.0549450549451,56,0.307692307692,6,0.032967032967,182
0.137,,0,,0,366800,440300,480800,394700,0,296,464100,437900,0,,0.04,0,2949,0.073,428600,0.3084905660377,0.1122641509433,0.1514150943396,0.1127358490566,0.0811320754716,0.0198113207547,0.2141509433962,0.125847829505302,0.158334217332918,0.130472540130454,0.173231628470494,0.165202126647181,0.11305308670484,0.0604631839470678,0.0733953872617422,0.208135184003525,0.262656249348349,0.247805997351311,0.090963480618806,0.0886499533086057,0.101789135369404,0.2440305635148,0.2234957020057,0.2115568290353,0.0859598853868,0.1862464183381,0.031041069723,0.153400309119,0.1912673879443,0.6553323029366,0.694270207455729,0.305729792544271,0.54817448,0.45182552,0.0669628880688554,0.0481473117672519,0.216097062763353,0.231780416369419,0.187785807034382,0.197167719651206,0.0430331514775144,0.00902564286801853,1947,0.153400309119,1520,0.54817448,0.45182552,0.6553323029366,30.24621132415124,2.70941550533708,0.305729792544271,35,43063.9886051706,0.187785807034382,0.197167719651206,5600638289a44ed0142ba8a0,Seattle,271839,47.5648,-122.286003,Columbia City,Washington,http://www.zillow.com/local-info/WA-Seattle/Columbia-City/r_271839/,379000,24,Columbia City,7,2247,198,75,98,113,106,87,0.306666666667,0.15306122449,-0.0619469026549,58.25,80.35,56,0.297872340426,14,0.0744680851064,39,0.207446808511,19,0.101063829787,52,0.276595744681,8,0.0425531914894,188
0.082,,0,,0,1006000,554900,663600,600700,0,621,723300,564600,0,,0.274,0,4466,0.08,600300,0.1024416135881,NA,NA,0.0095541401273,0.4288747346072,NA,0.4543524416135,0.0221423628244159,0.0259780965947001,0.169172617329696,0.214949017222527,0.20575794533769,0.167756457801239,0.0924413907534817,0.101802112136249,0.343624692959053,0.229827606780455,0.136606485515322,0.0624573632415419,0.191444955522684,0.0360388959809438,NA,NA,NA,NA,NA,NA,0.9721492380451,0.0267997898055,NA,0.977612255625246,0.0223877443747539,0.20027529,0.79972471,0.0670892762810354,0.113755603502229,0.164178107039887,0.174539680115072,0.14881926013616,0.293660643631048,0.023068502218064,0.0148889270765046,1989,0.9721492380451,1520,0.20027529,0.79972471,0.6487942484377,22.057657280388334,1.31424702235275,0.0223877443747539,44,25758.9738945994,0.14881926013616,0.293660643631048,5600638289a44ed0142ba8a3,Seattle,271849,47.607346,-122.335089,Downtown,Washington,http://www.zillow.com/local-info/WA-Seattle/Downtown/r_271849/,563000,2225,Downtown,83,14570,3534,517,511,641,621,521,-0.0116054158607,0.254403131115,-0.0312012480499,99.1111111111,98.3333333333,0,0.0,4,0.0168067226891,61,0.256302521008,12,0.0504201680672,161,0.676470588235,0,0.0,238
